id;subject;questionType;question;completed;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;
1151;Betriebssysteme;DD;Unterscheide die monolithische Betriebssystemsarchitektur ;false;Answer1;Anwendungsprogramme, Systemaufruf, Dateisystem und Basisfunktionen sind in jeweils einzelne Schichten aufgeteilt und alle Teil des Betriebssystems. Ziel ist eine Kapselung hardwareunabhängiger Teile des Systems.;Alle Systemdienste werden auf mehrere Programme verteilt, welche bei Anwendung in den Prozessor geladen werden. Nur die Basisfunktionen des Betriebssystems sind dauerhaft im Prozessor verfügbar.;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;;;1;2;;;;;1;2;0;;;monolithisch;modularisiert;;;;;;;;;;;;
1152;Betriebssysteme;MC;Welchen Zustand kann ein Prozess annehmen?;false;;Blockiert;alt;gesättigt;terminiert;neu;;;;;;1;0;0;1;1;;;;;;;;;;;;;;;;;;;;
1153;Betriebssysteme;DD;Unterscheide zwischen abhängigen und unabhängigen Prozessabläufen!;false;Nutzung gemeinsamer Speicherbereiche oder Peripheriegeräte;parallel ausführbare Benutzeraufträge, die sich nicht gegenseitig beeinflussen;;;;;;;;;;1;2;;;;;;;;;;abhängig;unabhängig;;;;;;;;;;;;
1154;Betriebssysteme;MC;Welche der folgenden Begriffe können zu einem Deadlock führen?;false;Prozess;Software;Ressourcenanfrage;Trojaner;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;
1155;Betriebssysteme;SC;Welcher dieser Begriffe ist nicht dazu geeignet die Speicherverwaltung zu erklären?;false;Logischer Adressraum;Speicher;Physikalischer Adressraum;Prozess;Kernel;;;;;;;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1156;Betriebssysteme;OD;Wie funktioniert das sogenannte Paging?;false;Logischer Adressraum wird in Seiten aufgeteilt;Nach Zuordnung wird der Prozess im Rahmen des Hauptspeichers ausgeführt;Jede Seite erhält eine Zuordnung zu einem Rahmen;Hauptspeicher wird in Blöcke fester Größen eingeteilt;;;;;;;;4;1;3;2;;;;;;;;;;;;;;;;;;;;;
1157;Betriebssysteme;MC;Welche sind Ziele einer optimalen Prozessorverwaltung und welche nicht?;false;Fairness bei der Abarbeitung von Prozessen;Stapelbetrieb;Prozessdurchsatz;Abnutzung des Prozessors verhindern;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;
1158;Betriebssysteme;OD;Ordne die Begriffe nach dem Ebenenmodell von links nach rechts! Beginne mit der obersten Ebene;false;BS-Ebene;höhere Programmiersprachen;digitale Logikebene;Assemblersprachen;Mikroprogramm-Ebene;koventionelle Maschinenebene;;;;;;2;4;1;6;5;3;;;;;;;;;;;;;;;;;;;
1159;Betriebssysteme;MC;Was sind Ziele von Sicherheitsmaßnahmen im Betriebssystem? Kreuze an!;false;Vetraulichkeit von Daten;Schutz vor physischen Schäden am Computer;Schutz vor Missbrauch und kriminellen Handlungen;Schutz vor jugendgefährdenen Medien;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;
1160;Comsys;DD;Was beschreibt eine verbindungslose und eine verbindungsorientierte Kommunikation?;false;Verbindung vor der Kommunikation;Keine Empfangsbestätigung;Bytestrom in Segmenten;Keine Verbindung vor der Kommunkation;Neue Verbindung bei Fehler;Unabhängige Nachrichtenübertragung;Datenstrom reguliert;;;;;1;2;1;2;1;2;1;;;;;Verbindungsorientiert;Verbindungslos ;;;;;;;;;;;;
1161;Comsys;DD;Welche Funktionen haben folgende Schichten im ISO/OSI-Referenzmodell? (Teil 1);false;Routing der Datenpakete;Physische Sicht;Segmentierung der Pakete in Frames;Netwerk-Schicht;Hinzufügen von Prüfsummen;Umwandlung der Bits in Signal ;Data Link;physikalische Übertragung ;;;;3;1;2;3;2;1;2;1;;;;1. Schicht;2. Schicht;3. Schicht;;;;;;;;;;;
1162;Comsys;DD;Welche Funktionen haben folgende Schichten im ISO/OSI-Referenzmodell? (Teil 2);false;Kommunikation;Umwandlung in unabhängige Format;Transport;Dateneingabe und -ausgabe;Steuerung der Verbindung;Anwendung;Zuordnung der Datenpakete ;Darstellung;;;;2;3;1;4;2;4;1;3;;;;4. Schicht;5. Schicht;6. Schicht;7. Schicht;;;;;;;;;;
1163;Comsys;SC;Was versteht man unter Datenkapselung im ISO-/OSI-Modell?;false;Die zu versendenen Daten werden vor dem Zugriff von außen geschützt;Die zu versendenden Daten werden mit Informationen ergänzt;Die zu versendenden Daten werden vom Stromkreis getrennt;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1164;Comsys;SC;Was ist ein Socket im Kontext von Kommunikationssystemen?;false;Ein logischer Endpunkt einer Verbindung;Ein semantischer Knoten in einer Verbindung;Ein Steckplatz für Computerprozessoren;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1165;Comsys;SC;Multiplexing und Demultiplexing beschreiben welchen Vorgang?;false;Das Verstärken von Leistungssignalen in einem kabelgebundenen Netzwerk;Das Verschlüsseön und Entschlüsseln von Daten in einem Heimnetzwerk;Das Packen und Entpacken von Daten verschiedener Sockets;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1166;Comsys;SC;Was trifft auf das Netzwerkprotokoll UDP zu?;false;UDP baut vor dem Senden der Daten eine Verbindung auf und hat eine Fehlerkontrolle;UDP ist verbindungslos und hat keine Fehlerkontrolle;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;
1167;Comsys;MC;Welche Aussagen treffen auf ein Netzwerk in Ringstruktur zu?;false;Alle Teilnehmer werden an einen zentralen Knoten angeschlossen;Bei Ausfall eines Knotens sind sämtliche Kommunikationswege unterbrochen;Jeder Teilnehmer ist nur mit seinem linken und rechten Partner verbunden;Bei Ausfall der Zentrale sind sämtliche Kommunikationswege unterbrochen;Es gibt keine Zentrale und keine Knoten;Bei Ausfall einer Station bleibt die Kommunikation der anderen Stationen erhalten;Alle Stationen sind Knoten, es gibt keinen zentralen Knoten;Die Verbindung aller Teilnehmer erfolgt über einen gemeinsamen separaten Übertragungsweg;;;;0;1;1;0;0;0;1;0;;;;;;;;;;;;;;;;;
1168;Comsys;SC;Was ist ein Datagramm?;false;Ein Datagramm ist eine in sich geschlossene, unabhängige Dateneinheit, die den Verlauf eines Datenpakets beschreibt.;Ein Datagramm ist eine in sich geschlossene, unabhängige Dateneinheit, die zwischen zwei Endpunkten verschickt wird.;Ein Datagramm ist eine in sich geschlossene, unabhängige Dateneinheit, die die Sicherheit eines Datenpakets beschreibt.;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1169;Comsys;SC;Was beschreibt die IP-Fragmentierung?;false;Die Aufteilung eines Datagramms auf mehrere Blöcke, falls die Gesamtlänge größer als die Maximum Transmission Unit der Netzwerkschnittstelle ist.;Die Vertauschung von Blöcken in Datagrammen, die durch Speicherung in den Netzwerkschnittstellen hervorgerufen wird.;Die Aufteilung eines Datagramms auf mehrere Blöcke bei der Speicherung der Daten beim ISP.;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1170;Comsys;SC;Wozu dient DHCP?;false;DHCP (Dual Hyper Core Protocol) ermöglicht die Zuweisung von Prozessorkernen in Routern.;DHCP (Dipper Host Calculation Protocol) ermöglicht die genaue Berechnung von IP-Adressen im Internet.;DHCP (Dynamic Host Configuration Protocol) ermöglicht die Zuweisung der Netzwerkkonfiguration an Clients durch einen Server.;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1171;Datenbanken;SC;Relationale Datenbanken: Eine Zeile wird auch Attribut genannt und eine Spalte einen Tupel.;false;;;;;;;;;;;;0;1;;;;;;;;;;Wahr ;Falsch ;;;;;;;;;;;;
1172;Datenbanken;MC;Was sind Datenbanktypen?;false;Hierarchische Datenbanken;ISO/OSI-Datenbanken;Netzwerk-Datenbanken;Relationale Datenbanken;Objektorientierte Datenbanken;XML-Datenbanken;Algebra-Datenbank;;;;;1;0;1;1;1;0;;;;;;;;;;;;;;;;;;;
1173;Datenbanken;SC;Welcher Datenbanktyp wird am häufigsten verwendet?;false;Objektorientierte Datenbanken;Relationale Datenbanken;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;
1174;Datenbanken;SC;Es besteht eine Unverträglichkeit zwischen objektorientierten Programmiersprachen und dem Konzept der relationalen Datenbanken. Diese wird als Object-Relational Impedance Mismatch bezeichnet.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1175;Datenbanken;SC;O/R Mapper...;false;... mappen Objekte auf Relationen.;...mappen objektorientierte Datenbanken auf Relationenschemata.;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1176;Datenbanken;SC;SQL ist eine deskriptive Sprache.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1177;Datenbanken;SC;SQL ist eine deklarative Sprache.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1178;Datenbanken;MC;Welches Verhalten kann man für Löschoperationen und Updates festlegen?;false;Cascade;Set null;Set default;No action;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
1179;Datenbanken;SC;Mit welchem Schlüsselwort kann die Eindeutigkeit eines Wertes sichergestellt werden?;false;CHECK;UNIQUE;ONLY;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1180;Datenbanken;MC;Bei welchen der folgenden Funktionen handelt es sich um Aggregatfunktionen?;false;PLUS;MINUS;AVG;COUNT;MAX;MIN;SUM;DIVIDE;;;;0;0;1;1;1;1;1;0;;;;;;;;;;;;;;;;;
1181;Datenbanken;MC;Alle Kundennamen (Vor- und Nachname) aus der Relation 'Kunde' sollen ausgegeben werden. Kein Kundenname soll doppelt ausgegeben werden.;false;"SELECT DISTINCT Vorname, Nachname; FROM Kunde;";"SELECT Vorname, Nachname FROM Kunde;";"SELECT DISTINCT Vorname, Nachname FROM Kunde;";;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
1182;Datenbanken;DD;Data Definition Language (DDL ) und Data Manipulation Language (DML): Ordne zu!;false;Create;Alter;Insert;Drop;Update;Delete;;;;;;2;2;1;2;1;1;;;;;;DML;DDL;;;;;;;;;;;;
1183;Datenbanken;SC;Beziehungen zweiten Grades werden als duale Beziehungen bezeichnet.;false;;;;;;;;;;;;0;1;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1184;Datenbanken;SC;Rekursive Beziehungen sind erlaubt.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1185;Datenbanken;SC;Kardinalitäten werden auch als look-around-Kardinalitäten bezeichnet.;false;;;;;;;;;;;;0;1;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1186;Datenbanken;SC;Die Beziehung is-a stellt eine Aggregation dar und die part-of-Beziehung eine Generalisierung.;false;;;;;;;;;;;;0;1;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1187;Datenbanken;SC;chwache Entitäten können nicht ohne ihre Eigentümerentität existieren.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1188;Datenbanken;OD;Bringe die Speichersysteme bezüglich Kosten/Byte und Geschwindigkeit (absteigend) sowie Zugriffszeit und Speicherkapazität (aufsteigend) in die richtige Reihenfolge.;false;main memory;register/cache;mangetic disk;optical disk;magnetic tape;flash memory;;;;;;1;4;5;6;3;;;;;;;;;;;;;;;;;;;;
1189;Datenbanken;SC;Wie werden Daten in den Hauptspeicher übertragen?;false;Blockweise;Seitenweise;Je ein Datensatz;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1190;Datenbanken;MC;Welche Anomalien können auftreten?;false;Löschanomalien;Updateanomalien;Einfügeanomalien;Cascadeanomalien;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
1191;Datenbanken;SC;Was versteht man unter einem Primärschlüssel?;false;Primärschlüssel einer Relation, der in einer anderen Relation platziert wird, um so eine Beziehung zwischen den Relationen herzustellen.;Genau ein Kandidatenschlüssel wird als diese Art von Schlüssel festgelegt.;Ein Schlüssel, der künstlich zur Relation hinzugefügt wird, um als Primärschlüssel zu fungieren.;Eine Menge von non-null Attributen, von der die gesamt Attributmenge funktional abhängig ist.;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;
1192;Datenbanken;SC;Bei welcher Art der Datensatz-Speicherung werden Datensätze als Key-Value-Paare gespeichert?;false;Fixlängen-Speicherung;Speicherung in variabler Länge;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;
1193;Datenbanken;SC;Wann muss auf alle Fälle die Organisationsform 'Spanned' verwendet werden?;false;bfr=100;bfr=10;bfr=1;bfr=0;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
1194;Datenbanken;MC;Aus welchen Operationen setzt sich die Löschoperation bei B-Bäumen zusammen?;false;Rotation;Turn ;Merge;Spin;Delete;Insert;;;;;;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;
1195;Datenbanken;SC;Die Ordnung eines B-Baumes in einem Computersystem kann nicht beliebig erhöht werden, da ein Knoten einem Block/einer Seite entspricht und Blöcke in einem Computersystem durch eine feste Größe begrenzt sind.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1196;Datenbanken;SC;Wofür steht HANA?;false;High Performance Analytic Application;High Performance Analytic Appliance;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1197;Datenbanken;SC;Was unterscheidet HANA von anderen relationalen Datenbanken (Oracle, MS-SQL, etc.)?;false;HANA arbeitet spaltenorientiert, andere relationale Datenbanken arbeiten zeilenorientiert;HANA arbeitet zeilenorientiert, andere relationale Datenbanken arbeiten spaltenorientiert;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1198;Datenbanken;SC;HANA ist eine In-Memory-Datenbank.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch ;;;;;;;;;;;;
1199;it-intro;SC;Welche Aussage trifft auf digitale Informationen zu?;false;Sie können zu geringen Kosten ohne Integritätsverlust aufwändig dupliziert werden.;Sie können in kurzer Zeit ohne Qualitätsverlust einfach dupliziert werden.;Sie können zu geringen Kosten ohne Qualitätsverlust einfach dupliziert werden.;Sie können zu geringen Kosten ohne Qualitätsverlust einfach zerstört werden.;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;
1200;it-intro;SC;Wie ist Software am besten definiert?;false;Die Offlineversion einer Netzwerkressource.;Eine Sammlung von Algorithmen auf einem Computer.;Die Implementierung eines Programms in einer Laufzeitumgebung.;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;
1201;it-intro;MC;Eine Softwareprodukt enthält meistens welche Bestandteile?;false;Code;Vertrag;Installations- und De-Installationsroutinen;Bilder, Klänge und Schriftarten;Hilfssystem / Anleitung;Rechnung;Diskette;Updatemethoden / Patches;Treiber für spezifische Hardware;;Aktivierungscode;1;0;1;1;1;0;0;1;1;0;;;;;;;;;;;;;;;
1202;it-intro;SC;Wie viele natürliche Zahlen existieren in einem 32bit-System?;false;32^2 - 1;2^32;32^2;2^32 - 1;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;
1203;it-intro;SC;Was wird als Mantisse bezeichnet?;false;Die Potenz einer Gleitkommazahl nach den Ziffernstellen.;Die Ziffernstellen einer Gleitkommazahl vor der Potenz.;Der Logarithmus einer Gleitkommazahl bezogen auf die Potenz.;Die Stellen einer Gleitkommazahl vor dem Komma.;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;
1204;it-intro;SC;Sind Gleitkommazahlen fehleranfällig?;false;Ja, die Limitierung der Mantisse führt zu Präzisionsfehlern.;Ja, aber der Gleitkommaprozessor gleicht die Fehler der Potenz aus.;Ja, aber nur bei negativen Gleitkommazahlen durch die Nullstellenproblematik.;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1205;it-intro;SC;Wozu dient die Byte-Reihenfolge?;false;Sie legt fest, in welcher Reihenfolge Bytefolgen gespeichert werden.;Sie legt fest, in welcher Reihenfolge Byteabstände gelöscht werden.;Sie legt fest, in welcher Reihenfolge Bytefolgen verschlüsselt werden.;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1206;it-intro;MC;Welche Elemente sind Bestandteile einer Von-Neumann-Architektur?;false;Prozessor (CPU) mit Steuerwerk und Rechenwerk (ALU);Register;Hauptspeicher;Massenspeicher;I/O-Interface;Grafikeinheit;Netzwerkeinheit;Bus-System;;;;1;0;1;0;1;0;0;1;;;;;;;;;;;;;;;;;
1207;it-intro;DD;Ordne diese typischen Operationen einer Von-Neumann-Architektur einander zu!;false;Stop;Summierung von Daten;Verschiebung von Daten zwischen Speicher, Prozessor und I/0;Vergleich von Daten;Multiplikation von Daten;Sprung zu neuer Instruktion;;;;;;4;1;3;2;1;4;;;;;;Arithmetische Operation;Logische Operation;Transportoperation;Verzweigung;;;;;;;;;;
1208;it-intro;MC;Welche Datenkompressionarten gibt es?;false;Verlustarme Datenkompression (Poor Lossless);Verlustbehaftete Datenkompression (Lossy);Verlustqualitative Datenkompression (Quality Lossy);Verlustsensitive Datenkompression (Sensitive Lossy);Verlustfreie Datenkompression (Lossless);Verlustreiche Datenkompression (Rich Lossless);;;;;;0;1;0;0;1;0;;;;;;;;;;;;;;;;;;;
1209;it-intro;SC;Was ist ein Cache;false;Die technische Bezeichnung für die Druckerwarteschlange.;Der Blockbereich eines Massenspeichers, der für die Verteilung von Prüfziffern zuständig ist.;Ein Puffer-Speicher, der zwischen Systemen mit unterschiedlicher Geschwindigkeit vermittelt.;Die Sicherheitsschaltung in einem Netzteil.;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;
1210;it-intro;SC;Was sind zeichenorientierte Geräte (character devices)?;false;Zeichenorientierte Geräte übertragen nur ein Zeichen zur selben Zeit. Ein Beispiel ist das Keyboard.;Zeichenorientierte Geräte sind Geräte zur Freihandgestaltung am Computer. Ein Beispiel ist der PC-Stift.;Zeichenorientierte Geräte übertragen Zeichen in Matrixform. Ein Beispiel ist eine Analog-Digital-Matrix.;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
1211;VS;SC;Für was steht die Abkürzung PHP?;false;Private Home Page;Hypertext Preprocessor;Personal Hypertext Processor;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;
1212;VS;SC;PHP ist eine serverseitige Programmiersprache, die HTML und CSS Code generieren kann.;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch ;;;;;;;;;;;;
1213;VS;MC;Welche Angaben werden benötigt, um eine Socket-Verbindung zu einem Server herzustellen?;false;IP-Adresse;TCP-Portnummer;MAC-Adresse;Server-Passwort;;;;;;;;1;1;0;0;;;;;;;;;;;;;;;;;;;;;
1214;VS;SC;Anschlussströme repräsentieren eine Verbindung zu einer Quelle oder einem Zielort (Datei, Socket, usw.).;false;;;;;;;;;;;;1;0;;;;;;;;;;Wahr;Falsch;;;;;;;;;;;;
1215;VS;DD;Weise die Aussagen richtig zu!;false;Skriptsprache;von Webserver instanziiert und durchgeführt;serverseitig;vom Client geladen und ausgeführt;clientseitig;hat nichts zu tun mit Java;kann fast gesamte Java-API benutzen;;;;;1;3;2;2;1;1;2;;;;;JavaScript;Java Applet;Java Servlet;;;;;;;;;;;
1216;VS;SC;jQuery ist eine…;false;...Programmiersprache;...JSON Library;...JavaScript Library;...Art, Warteschlangen (Querys) zu organisieren;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;
1217;VS;SC;jQuery benutzt CSS-Selektoren, um Elemente auszuwählen.;false;;;;;;;;;;;;1;0;;;;;;;;;;Richtig;Falsch;;;;;;;;;;;;
1218;VS;SC;Ist jQuery eine Library für client scripting oder server scripting?;false;client scripting;server scripting;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1219;VS;DD;Was machen folgende PHP-Funktionen?;false;Führt eine SQL-Abfrage auf einer MySQL-Datenbank durch.;Schließt eine Verbindung zu einer MySQL-Datenbank.;Stellt unter Angabe der Verbindungsdaten eine Verbindung mit einer MySQL-Datenbank her.;;;;;;;;;2;3;1;;;;;;;;;mysqli_connect();mysqli_query();mysqli_close();;;;;;;;;;;
1220;VS;SC;Der Servlet-Kontext-Listener wird nur benachrichtigt, wenn der Kontext initialisiert wird.;false;;;;;;;;;;;;0;1;;;;;;;;;;Richtig;Falsch;;;;;;;;;;;;
1221;VS;SC;Der Servlet-Kontext-Listener wird benachrichtigt, wenn der Kontext initialisiert oder zerstört wird.;false;;;;;;;;;;;;1;0;;;;;;;;;;Richtig;Falsch ;;;;;;;;;;;;
1222;Statistik;MC;Wie definiert man ein Ereignis?;false;Eine Menge von Elementarereignissen.;Das Ergebnis einer Zuordnung.;Eine Teilmenge des Ergebnisraums.;Die Schnittmenge aller Zufallsexperimente. ;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;
1223;Statistik;MC;Das Signifikanzniveau …;false;… heißt α und ist eine kleine Zahl nahe Null.;… wird bei Hypothesentests als Fehler der ersten Art gewertet. ;… berechnet man mit dem Median.;… kann nur durch eine Stichprobe mit mehr als 100 Beobachtungsobjekten festgelegt werden.;… gibt im Hypothesentest an, welches Risiko man bereit ist einzugehen, eine falsche Entscheidung zu treffen;;;;;;;1;0;0;0;1;;;;;;;;;;;;;;;;;;;;
1224;Statistik;SC;Entlang der Äste eines Wahrscheinlichkeitsbaums wird…;false;… addiert.;… subtrahiert. ;… multipliziert.;… dividiert.;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;
1225;Statistik;SC;Für das Würfeln mit zwei Würfeln ist die Wahrscheinlichkeiten des Ereignisses, dass die Augenzahl größer als 10 ist…;false;… 1/10.;… 6/10.;… 1/12.;0;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;
1226;Statistik;SC;Welche Arten von Hypothesentests gibt es?;false;Relativer und prozentualer Hypothesentest.;Einseitger und zweiseitiger Hypothesentest. ;Statistiscer und dynamischer Hypothesentest.;Normalverteilter und standardnormalverteilter Hypothesentest.;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;
1227;Statistik;SC;Die IMBIT Krake möchte nachweisen, dass ihre 20 IT-Services im Durchschnitt von mehr als 10 Mitarbeitern betreut werden. Welche Hypothesen sollte sie testen?;false;"H0:μ≤20;H1:μ>20";"H0:μ≤10;H1:μ>10";"H0:μ>20;H1:μ≤20";"H0:μ>20;H1:μ>10";;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;
1228;Statistik;SC;Die IMBIT Krake möchte die Kunden ihres IT-Unternehmens besser kennenlernen und stellt fest, dass die unterschiedlichen Unternehmen 140, 211, 127, 290, 195, 150 und 143 Mitarbeiter haben. Wie groß ist die Spannweite dieser Unternehmensgrößen?;false;150;1256;19,4;3;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;
1229;Statistik;SC;In welchem Fall wird der Satz von Bayer angewandt?;false;Durch neu gewonnene Informationen können schon ermittelte Wahrscheinlichkeiten genauer bestimmt werden.;Durch verringerten Ergebnisraum können schon ermittelte Wahrscheinlichkeiten genauer bestimmt werden.;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;
1230;Statistik;DD;Das IT-Unternehmen der IMBIT Krake bekommt Rechnungen mit den folgenden Werten: 50€, 100€, 81€, 250€, 1000€, 44€, 250€. Ordne die Lagemaße korrekt zu.;false;250;100;254;;;;;;;;;3;1;2;;;;;;;;;Median;Mittelwert;Modus;;;;;;;;;;;
1231;Statistik;DD;Die IMBIT Krake möchte die offenen Stellen in ihrem IT-Unternehmen besetzen. Sie sucht folgende Mitarbeiter: HR : 2, Service Desk : 5, Marketing : 3, Sales : 5, Buchhaltung : 3, SAP Consultant : 5, Einkauf : 1, Network Engineer : 3, Presales : 3, Motivationstrainer : 0, Controlling : 3, Entwickler : 5, Jurist : 1, Praktikant : 1. Ordne die absolute Häufigkeit korrekt den offenen Stellen zu.;false;0;1;2;3;4;5;;;;;;2;1;5;6;4;3;;;;;;3;1;4;0;2;5;;;;;;;;
1232;Statistik;DD;Ordne den Verteilungen ihre Schiefe zu.;false;Symmetrisch.;Linksschief bzw. rechtssteil.;Rechtsschief bzw. linkssteil.;;;;;;;;;2;3;1;;;;;;;;;> 0;0;< 0;;;;;;;;;;;
1233;Statistik;DD;Die IMBIT Krake möchte ihr Produktportfolio erweitern und macht dafür eine Kundenumfrage. 10 der 70 Dienstleistungsunternehmen interessieren sich für IoT, 60 für eine Cloud. 50 der 130 Produktionsunternehmen interessieren sich für IoT, 80 für eine Cloud. Ordne die Wahrscheinlichkeiten korrekt zu.;false;10/200 = 0.05;(60/200)+(130/200)-(50/200) = 0.7;60/200 = 0.3;;;;;;;;;1;3;2;;;;;;;;;Ein Unternehmen ist an IoT Services interessiert.;Ein Produktionsunternehmen ist an IoT Services interessiert.;Ein Unternehmen ist an IoT interessiert oder ist ein Produktionsunternehmen.;;;;;;;;;;;
1234;Statistik;TQ;Der Gini-Koeffizient.;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
